,Unnamed: 0,CustomerID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Dates
2410,2410,2411,28,Male,Jewelry,Accessories,88,Colorado,L,Silver,Winter,4.5,No,Next Day Air,Yes,Yes,11,Bank Transfer,Fortnightly,01.19.2022
2411,2411,2412,53,Male,Scarf,Accessories,36,Ohio,L,Green,Summer,2.8,No,Standard,Yes,Yes,36,Venmo,Every 3 Months,10.19.2022
2412,2412,2413,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly,08.31.2022
2413,2413,2414,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PayPal,Fortnightly,09.19.2022
2414,2414,2415,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,Yes,3,Cash,Annually,05.31.2022
2415,2415,2416,29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,05.21.2022
2416,2416,2417,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,10.30.2022
2417,2417,2418,28,Male,Sneakers,Footwear,39,Montana,L,Yellow,Winter,3.8,No,Standard,No,No,7,Debit Card,Annually,03.02.2022
2418,2418,2419,19,Female,Sunglasses,Accessories,70,Pennsylvania,M,Lavender,Summer,4.9,No,Free Shipping,No,No,34,Bank Transfer,Fortnightly,10.16.2022
2419,2419,2420,38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly,01.26.2022
2420,2420,2421,70,Male,Pants,Clothing,60,Arizona,S,Turquoise,Summer,4.2,Yes,Express,Yes,Yes,18,Credit Card,Monthly,02.28.2022
2421,2421,2422,57,Female,Socks,Clothing,58,Georgia,M,White,Summer,4.2,No,Standard,No,No,16,Bank Transfer,Weekly,05.23.2022
2422,2422,2423,54,Male,Jewelry,Accessories,49,Oklahoma,M,Beige,Summer,4.9,No,Store Pickup,Yes,Yes,1,Bank Transfer,Monthly,09.10.2022
2423,2423,2424,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly,06.14.2022
2424,2424,2425,34,Male,Backpack,Accessories,50,Idaho,M,Blue,Spring,4.2,No,Standard,Yes,Yes,41,Cash,Fortnightly,09.01.2022
2425,2425,2426,30,Male,Skirt,Clothing,51,Colorado,L,Cyan,Summer,2.7,No,Standard,No,No,31,Credit Card,Weekly,06.07.2022
2426,2426,2427,47,Female,Sandals,Footwear,35,Kentucky,M,Lavender,Summer,3.8,No,Standard,No,No,2,Bank Transfer,Bi-Weekly,01.16.2022
2427,2427,2428,52,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,Yes,24,Cash,Monthly,11.15.2022
2428,2428,2429,32,Male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,No,Store Pickup,No,No,32,Cash,Annually,03.13.2022
2429,2429,2430,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,Store Pickup,Yes,Yes,45,Venmo,Annually,01.28.2022
2430,2430,2431,27,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly,08.22.2022
2431,2431,2432,34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,No,14,Bank Transfer,Monthly,03.29.2022
2432,2432,2433,63,Male,Jeans,Clothing,35,Wyoming,XL,Red,Summer,3.2,No,Express,Yes,Yes,6,Credit Card,Quarterly,02.08.2022
2433,2433,2434,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5,Yes,Free Shipping,Yes,Yes,9,Credit Card,Annually,09.09.2022
2434,2434,2435,69,Male,Shirt,Clothing,94,Oregon,M,Violet,Winter,3.9,No,2-Day Shipping,Yes,Yes,23,Debit Card,Every 3 Months,01.05.2022
2435,2435,2436,58,Female,Blouse,Clothing,73,Nevada,L,Teal,Summer,3,No,Store Pickup,No,No,42,Debit Card,Monthly,01.29.2022
2436,2436,2437,30,Male,Coat,Outerwear,31,Vermont,L,Maroon,Summer,2.8,No,2-Day Shipping,Yes,Yes,28,Bank Transfer,Quarterly,11.17.2022
2437,2437,2438,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually,05.18.2022
2438,2438,2439,28,Male,Skirt,Clothing,90,New York,M,Teal,Winter,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly,01.12.2022
2439,2439,2440,70,Female,Belt,Accessories,57,Pennsylvania,L,Yellow,Spring,3.2,No,Standard,No,No,24,Credit Card,Bi-Weekly,01.25.2022
2440,2440,2441,65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4,No,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,07.21.2022
2441,2441,2442,57,Female,Pants,Clothing,40,California,L,Pink,Fall,4,No,Express,No,No,42,Credit Card,Every 3 Months,03.24.2022
2442,2442,2443,55,Male,Handbag,Accessories,44,Arkansas,M,Maroon,Summer,2.8,No,Standard,No,No,45,Bank Transfer,Annually,01.26.2022
2443,2443,2444,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,10,PayPal,Quarterly,05.27.2022
2444,2444,2445,58,Female,Skirt,Clothing,36,Wyoming,S,Magenta,Summer,3.3,No,Store Pickup,No,No,40,Debit Card,Quarterly,03.12.2022
2445,2445,2446,53,Female,Coat,Outerwear,99,Idaho,XL,Cyan,Summer,2.6,No,Next Day Air,No,No,49,PayPal,Monthly,08.16.2022
2446,2446,2447,66,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3,No,Standard,No,No,27,Debit Card,Quarterly,11.15.2022
2447,2447,2448,59,Female,Coat,Outerwear,34,Alabama,L,Turquoise,Spring,4.8,No,Free Shipping,No,No,29,Cash,Fortnightly,02.13.2022
2448,2448,2449,51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly,08.30.2022
2449,2449,2450,42,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly,12.17.2022
2450,2450,2451,30,Male,Sweater,Clothing,42,Louisiana,L,Peach,Winter,4.4,No,Next Day Air,No,No,39,Credit Card,Weekly,04.13.2022
2451,2451,2452,55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,07.19.2022
2452,2452,2453,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly,12.01.2022
2453,2453,2454,23,Male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,No,Next Day Air,No,No,44,Cash,Fortnightly,05.08.2022
2454,2454,2455,24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,Yes,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months,02.13.2022
2455,2455,2456,45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,No,No,17,Venmo,Weekly,02.28.2022
2456,2456,2457,32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Standard,Yes,Yes,33,Venmo,Bi-Weekly,05.15.2022
2457,2457,2458,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months,11.06.2022
2458,2458,2459,32,Male,Hoodie,Clothing,48,California,M,Charcoal,Fall,3.9,No,Express,No,No,47,Venmo,Weekly,06.20.2022
2459,2459,2460,58,Female,Shoes,Footwear,65,South Carolina,M,Indigo,Spring,2.7,No,Store Pickup,No,No,36,Venmo,Weekly,09.10.2022
2460,2460,2461,43,Female,Sandals,Footwear,66,North Carolina,S,Blue,Spring,3.1,No,Store Pickup,No,No,31,Cash,Bi-Weekly,12.16.2022
2461,2461,2462,36,Female,Shoes,Footwear,92,Indiana,L,Pink,Spring,3.3,No,Free Shipping,No,No,28,PayPal,Annually,05.30.2022
2462,2462,2463,65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,No,44,Bank Transfer,Fortnightly,05.02.2022
2463,2463,2464,58,Female,Shirt,Clothing,96,Arizona,M,Purple,Spring,3.2,No,2-Day Shipping,No,No,26,Debit Card,Bi-Weekly,05.11.2022
2464,2464,2465,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Free Shipping,No,No,26,Credit Card,Weekly,03.24.2022
2465,2465,2466,56,Male,Gloves,Accessories,30,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,Yes,35,Debit Card,Monthly,08.29.2022
2466,2466,2467,57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly,11.12.2022
2467,2467,2468,40,Male,coat,Outerwear,31,California,S,Pink,Fall,3.2,Yes,Express,Yes,Yes,37,PayPal,Monthly,08.07.2022
2468,2468,2469,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,12.06.2022
2469,2469,2470,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33,Credit Card,Weekly,07.30.2022
2470,2470,2471,44,Female,Scarf,Accessories,75,North Carolina,S,Magenta,Winter,4.9,No,2-Day Shipping,No,No,50,Venmo,Weekly,11.07.2022
2471,2471,2472,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4,Yes,Standard,Yes,Yes,26,Venmo,Fortnightly,06.20.2022
2472,2472,2473,54,Male,T-shirt,Clothing,90,New Mexico,M,Red,Summer,4.4,No,Store Pickup,No,No,1,Bank Transfer,Annually,06.28.2022
2473,2473,2474,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,Yes,48,Cash,Every 3 Months,07.08.2022
2474,2474,2475,57,Male,Shorts,Clothing,62,Arizona,XL,Yellow,Spring,4.7,No,Standard,No,No,27,Cash,Fortnightly,04.29.2022
2475,2475,2476,35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,19,Venmo,Fortnightly,09.30.2022
2476,2476,2477,36,Male,Dress,Clothing,40,Texas,M,Turquoise,Summer,4.1,Yes,Standard,Yes,Yes,34,Bank Transfer,Weekly,08.13.2022
2477,2477,2478,18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,No,9,Venmo,Annually,01.26.2022
2478,2478,2479,44,Male,Dress,Clothing,27,Texas,L,Charcoal,Fall,3.4,No,Free Shipping,Yes,Yes,3,PayPal,Bi-Weekly,05.04.2022
2479,2479,2480,63,Female,Shoes,Footwear,74,West Virginia,S,Orange,Winter,4.8,No,Standard,No,No,32,Cash,Weekly,12.19.2022
2480,2480,2481,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,No,3,Venmo,Weekly,01.06.2022
2481,2481,2482,37,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months,02.11.2022
2482,2482,2483,70,Female,Shoes,Footwear,37,Texas,L,Gray,Fall,4,No,Next Day Air,No,No,39,Debit Card,Fortnightly,02.25.2022
2483,2483,2484,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly,02.16.2022
2484,2484,2485,42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,4.9,No,Express,Yes,Yes,40,Cash,Quarterly,05.19.2022
2485,2485,2486,58,Male,coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,07.12.2022
2486,2486,2487,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,No,Standard,No,No,19,Bank Transfer,Annually,11.24.2022
2487,2487,2488,40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,No,Store Pickup,No,No,7,PayPal,Monthly,12.09.2022
2488,2488,2489,59,Female,Belt,Accessories,97,Nevada,M,Indigo,Winter,3.3,No,Store Pickup,No,No,18,Credit Card,Annually,04.30.2022
2489,2489,2490,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,No,14,PayPal,Annually,06.12.2022
2490,2490,2491,31,Female,Skirt,Clothing,34,Washington,M,White,Spring,3.6,No,Express,No,No,46,PayPal,Weekly,04.08.2022
2491,2491,2492,23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3,No,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months,08.03.2022
2492,2492,2493,20,Male,Backpack,Accessories,63,Georgia,M,Lavender,Winter,3.1,No,Free Shipping,Yes,Yes,48,Credit Card,Bi-Weekly,12.21.2022
2493,2493,2494,42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,Standard,No,No,16,PayPal,Annually,11.01.2022
2494,2494,2495,50,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly,12.26.2022
2495,2495,2496,68,Male,Pants,Clothing,44,Kansas,M,Teal,Fall,4.3,No,Next Day Air,Yes,Yes,8,Cash,Weekly,08.24.2022
2496,2496,2497,18,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,No,2-Day Shipping,No,No,16,Debit Card,Every 3 Months,06.11.2022
2497,2497,2498,28,Male,Jewelry,Accessories,98,Mississippi,M,Purple,Winter,4.4,No,Standard,Yes,Yes,31,PayPal,Every 3 Months,01.25.2022
2498,2498,2499,42,Female,Jeans,Clothing,56,Idaho,M,Red,Spring,4.6,No,Store Pickup,No,No,2,PayPal,Every 3 Months,01.14.2022
2499,2499,2500,34,Female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly,09.11.2022
2500,2500,2501,19,Male,Sweater,Clothing,64,Maine,L,Maroon,Winter,3.1,Yes,Express,Yes,Yes,2,Cash,Fortnightly,08.03.2023
2501,2501,2502,37,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3,No,Store Pickup,No,No,42,Credit Card,Quarterly,08.23.2023
2502,2502,2503,23,Male,Sneakers,Footwear,25,Idaho,M,Gold,Fall,2.9,No,Next Day Air,Yes,Yes,37,Credit Card,Monthly,08.25.2023
2503,2503,2504,52,Female,Handbag,Accessories,81,California,M,Beige,Spring,3.1,No,Store Pickup,No,No,33,Venmo,Quarterly,08.27.2023
2504,2504,2505,63,Male,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,3.7,No,Express,Yes,Yes,18,Debit Card,Annually,08.30.2023
2505,2505,2506,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly,08.31.2023
2506,2506,2507,56,Male,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months,08.05.2023
2507,2507,2508,46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,Store Pickup,No,No,43,PayPal,Monthly,08.25.2023
2508,2508,2509,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,No,49,PayPal,Weekly,08.29.2023
2509,2509,2510,41,Female,Socks,Clothing,83,Maine,M,Gold,Summer,3.5,No,Next Day Air,No,No,17,Debit Card,Bi-Weekly,08.08.2023
2510,2510,2511,63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,No,8,Cash,Monthly,08.19.2023
2511,2511,2512,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,08.12.2023
2512,2512,2513,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,08.26.2023
2513,2513,2514,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly,08.12.2023
2514,2514,2515,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly,08.10.2023
2515,2515,2516,42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,08.29.2023
2516,2516,2517,55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,No,Store Pickup,No,No,21,Cash,Annually,08.23.2023
2517,2517,2518,19,Male,Sneakers,Footwear,55,Kansas,M,Black,Spring,2.9,No,2-Day Shipping,Yes,Yes,19,Debit Card,Every 3 Months,08.25.2023
2518,2518,2519,23,Male,Hoodie,Clothing,57,New Mexico,S,Beige,Summer,3,No,Next Day Air,Yes,Yes,25,PayPal,Monthly,08.30.2023
2519,2519,2520,28,Male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,47,PayPal,Quarterly,08.16.2023
2520,2520,2521,56,Female,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,3.4,No,Next Day Air,No,No,47,Cash,Weekly,08.23.2023
2521,2521,2522,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,08.15.2023
2522,2522,2523,23,Female,Shorts,Clothing,28,Rhode Island,M,Black,Spring,5,No,Standard,No,No,25,Credit Card,Monthly,08.07.2023
2523,2523,2524,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Store Pickup,No,No,13,Cash,Quarterly,08.25.2023
2524,2524,2525,43,Male,Hat,Accessories,21,Mississippi,XL,Maroon,Winter,2.6,No,Store Pickup,Yes,Yes,34,Bank Transfer,Quarterly,08.10.2023
2525,2525,2526,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,47,PayPal,Annually,08.07.2023
2526,2526,2527,30,Female,Sandals,Footwear,25,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months,08.19.2023
2527,2527,2528,30,Male,Shorts,Clothing,68,Hawaii,S,Olive,Winter,4.9,Yes,Store Pickup,Yes,Yes,10,Bank Transfer,Fortnightly,08.16.2023
2528,2528,2529,51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,No,Express,No,No,13,Credit Card,Every 3 Months,08.08.2023
2529,2529,2530,59,Male,Shorts,Clothing,91,Florida,M,Blue,Summer,3,No,2-Day Shipping,Yes,Yes,50,PayPal,Bi-Weekly,08.05.2023
2530,2530,2531,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly,08.31.2023
2531,2531,2532,35,Female,Sandals,Footwear,94,Alaska,M,Olive,Fall,3.3,No,Express,No,No,9,Bank Transfer,Fortnightly,08.31.2023
2532,2532,2533,61,Male,Coat,Outerwear,72,Delaware,M,Gold,Winter,4.5,Yes,Express,Yes,Yes,37,Venmo,Fortnightly,08.13.2023
2533,2533,2534,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually,08.19.2023
2534,2534,2535,57,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Standard,No,No,4,Cash,Every 3 Months,08.28.2023
2535,2535,2536,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,08.03.2023
2536,2536,2537,69,Male,Jewelry,Accessories,25,Vermont,M,Maroon,Summer,4.5,No,Store Pickup,No,No,28,Venmo,Every 3 Months,08.12.2023
2537,2537,2538,35,Male,Shirt,Clothing,30,South Carolina,L,Beige,Fall,3,No,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly,08.10.2023
2538,2538,2539,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,08.11.2023
2539,2539,2540,60,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually,08.31.2023
2540,2540,2541,53,Male,Shoes,Footwear,34,Arkansas,L,Purple,Fall,4.1,Yes,Store Pickup,Yes,Yes,26,Bank Transfer,Bi-Weekly,08.21.2023
2541,2541,2542,27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,No,32,Cash,Quarterly,08.08.2023
2542,2542,2543,34,Male,Gloves,Accessories,62,Tennessee,M,Magenta,Spring,4.7,No,Next Day Air,No,No,48,Bank Transfer,Monthly,08.25.2023
2543,2543,2544,61,Male,Hat,Accessories,81,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,Yes,46,Credit Card,Monthly,08.13.2023
2544,2544,2545,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly,08.28.2023
2545,2545,2546,60,Male,Shoes,Footwear,36,Virginia,XL,Pink,Fall,3,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,08.06.2023
2546,2546,2547,42,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,Free Shipping,No,No,41,PayPal,Monthly,08.03.2023
2547,2547,2548,54,Female,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3.1,No,Free Shipping,No,No,19,Cash,Annually,08.09.2023
2548,2548,2549,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,08.14.2023
2549,2549,2550,41,Male,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,Yes,50,PayPal,Annually,08.02.2023
2550,2550,2551,42,Male,T-shirt,Clothing,20,Alaska,M,Green,Summer,2.6,Yes,Free Shipping,Yes,Yes,26,Credit Card,Weekly,08.14.2023
2551,2551,2552,23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,Yes,34,Cash,Monthly,08.26.2023
2552,2552,2553,49,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,No,Standard,No,No,7,Credit Card,Monthly,08.07.2023
2553,2553,2554,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,No,2-Day Shipping,No,No,30,PayPal,Bi-Weekly,08.17.2023
2554,2554,2555,53,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,1,Venmo,Fortnightly,08.11.2023
2555,2555,2556,19,Male,Socks,Clothing,48,Washington,M,Black,Spring,4.4,No,Free Shipping,No,No,9,Bank Transfer,Quarterly,08.18.2023
2556,2556,2557,26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,11,Debit Card,Annually,08.18.2023
2557,2557,2558,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,No,No,2,Credit Card,Annually,08.27.2023
2558,2558,2559,33,Male,Sunglasses,Accessories,54,Maryland,L,Olive,Spring,3,No,Next Day Air,Yes,Yes,42,Venmo,Monthly,08.28.2023
2559,2559,2560,39,Female,Shoes,Footwear,38,Idaho,M,Pink,Summer,4,No,Free Shipping,No,No,22,PayPal,Monthly,08.11.2023
2560,2560,2561,50,Male,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,Yes,46,Cash,Weekly,08.28.2023
2561,2561,2562,56,Male,Handbag,Accessories,71,Montana,M,White,Fall,4.1,No,Standard,No,No,25,Debit Card,Every 3 Months,08.19.2023
2562,2562,2563,20,Male,Skirt,Clothing,94,Alabama,M,Red,Winter,4.2,No,2-Day Shipping,No,No,22,Venmo,Bi-Weekly,08.06.2023
2563,2563,2564,57,Female,T-shirt,Clothing,20,Florida,M,Black,Spring,4.2,No,Free Shipping,No,No,4,Venmo,Annually,08.15.2023
2564,2564,2565,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Fortnightly,08.23.2023
2565,2565,2566,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,Next Day Air,Yes,Yes,38,Credit Card,Annually,08.27.2023
2566,2566,2567,64,Male,Boots,Footwear,95,West Virginia,M,Black,Summer,3.6,No,Free Shipping,Yes,Yes,11,Credit Card,Every 3 Months,08.05.2023
2567,2567,2568,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,08.21.2023
2568,2568,2569,66,Female,Gloves,Accessories,61,Hawaii,M,Gold,Winter,3.9,No,Next Day Air,No,No,35,Debit Card,Weekly,08.28.2023
2569,2569,2570,46,Male,Jeans,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,Standard,No,No,39,Debit Card,Bi-Weekly,08.08.2023
2570,2570,2571,62,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14,PayPal,Quarterly,08.23.2023
2571,2571,2572,40,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,No,36,Cash,Annually,08.03.2023
2572,2572,2573,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,08.14.2023
2573,2573,2574,19,Male,Jeans,Clothing,73,Maine,XL,Yellow,Winter,2.7,No,Express,No,No,34,Cash,Every 3 Months,08.12.2023
2574,2574,2575,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually,08.27.2023
2575,2575,2576,29,Female,Skirt,Clothing,86,Pennsylvania,L,Charcoal,Spring,4.4,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly,08.10.2023
2576,2576,2577,57,Female,Belt,Accessories,83,Nebraska,L,Peach,Winter,2.8,No,2-Day Shipping,No,No,41,Bank Transfer,Monthly,08.02.2023
2577,2577,2578,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35,Credit Card,Every 3 Months,08.28.2023
2578,2578,2579,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly,08.01.2023
2579,2579,2580,50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2,Bank Transfer,Quarterly,08.11.2023
2580,2580,2581,42,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5,No,Free Shipping,No,No,47,Credit Card,Every 3 Months,08.03.2023
